Case ID,Complete Timestamp,Activity,Case ID_2,Complete Timestamp_2,Activity_2,Connection
Case 1183,2010-07-09 08:38:50,Take in charge ticket,Case 1183,2010-07-09 08:38:59,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1183,2010-07-09 08:38:59,Resolve ticket,Case 1183,2010-08-21 15:40:29,Closed,Resolve ticket --> Closed
Case 1184,2010-05-20 13:58:47,Assign seriousness,Case 1184,2010-05-26 16:12:55,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1184,2010-05-26 16:12:55,Take in charge ticket,Case 1184,2010-05-26 16:14:20,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1184,2010-05-26 16:14:20,Resolve ticket,Case 1184,2010-06-23 14:00:18,Closed,Resolve ticket --> Closed
Case 1185,2012-08-10 06:49:50,Assign seriousness,Case 1185,2012-08-10 07:33:45,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1185,2012-08-10 07:33:45,Take in charge ticket,Case 1185,2012-08-10 07:42:42,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1185,2012-08-10 07:42:42,Resolve ticket,Case 1185,2012-09-14 16:00:28,Closed,Resolve ticket --> Closed
Case 1186,2011-10-05 08:59:00,Assign seriousness,Case 1186,2011-10-21 08:18:58,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1186,2011-10-21 08:18:58,Take in charge ticket,Case 1186,2011-10-21 08:27:54,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1186,2011-10-21 08:27:54,Resolve ticket,Case 1186,2011-11-05 10:00:22,Closed,Resolve ticket --> Closed
Case 1187,2012-07-24 07:22:02,Assign seriousness,Case 1187,2012-07-24 08:11:53,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1187,2012-07-24 08:11:53,Take in charge ticket,Case 1187,2012-07-24 14:39:54,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1187,2012-07-24 14:39:54,Resolve ticket,Case 1187,2012-09-08 07:30:31,Closed,Resolve ticket --> Closed
Case 1188,2012-05-03 15:51:50,Assign seriousness,Case 1188,2012-05-09 16:06:27,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1188,2012-05-09 16:06:27,Take in charge ticket,Case 1188,2012-05-10 09:19:59,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1188,2012-05-10 09:19:59,Resolve ticket,Case 1188,2012-06-09 16:00:44,Closed,Resolve ticket --> Closed
Case 1189,2011-03-04 09:10:16,Assign seriousness,Case 1189,2011-03-04 09:10:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1189,2011-03-04 09:10:37,Take in charge ticket,Case 1189,2011-03-04 09:25:12,Wait,Take in charge ticket --> Wait
Case 1189,2011-03-04 09:25:12,Wait,Case 1189,2011-04-14 08:43:04,Take in charge ticket,Wait --> Take in charge ticket
Case 1189,2011-04-14 08:43:04,Take in charge ticket,Case 1189,2011-04-14 08:43:14,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1189,2011-04-14 08:43:14,Resolve ticket,Case 1189,2011-04-29 08:43:32,Closed,Resolve ticket --> Closed
Case 119,2011-12-05 14:22:17,Assign seriousness,Case 119,2011-12-05 14:58:56,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 119,2011-12-05 14:58:56,Take in charge ticket,Case 119,2011-12-13 09:22:04,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 119,2011-12-13 09:22:04,Resolve ticket,Case 119,2012-02-02 14:30:45,Closed,Resolve ticket --> Closed
Case 1190,2012-01-02 10:49:47,Assign seriousness,Case 1190,2012-01-02 10:49:58,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1190,2012-01-02 10:49:58,Take in charge ticket,Case 1190,2012-01-02 12:00:55,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1190,2012-01-02 12:00:55,Resolve ticket,Case 1190,2012-01-02 12:00:56,Resolve ticket,Resolve ticket --> Resolve ticket
Case 1190,2012-01-02 12:00:56,Resolve ticket,Case 1190,2012-02-17 10:50:35,Closed,Resolve ticket --> Closed
Case 1191,2010-02-08 15:06:58,Assign seriousness,Case 1191,2010-02-08 15:12:00,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1191,2010-02-08 15:12:00,Take in charge ticket,Case 1191,2010-02-08 15:12:28,Wait,Take in charge ticket --> Wait
Case 1191,2010-02-08 15:12:28,Wait,Case 1191,2010-02-25 16:56:34,Take in charge ticket,Wait --> Take in charge ticket
Case 1191,2010-02-25 16:56:34,Take in charge ticket,Case 1191,2010-02-26 09:09:32,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1191,2010-02-26 09:09:32,Resolve ticket,Case 1191,2010-03-28 08:10:03,Closed,Resolve ticket --> Closed
Case 1193,2013-01-25 09:16:39,Assign seriousness,Case 1193,2013-02-18 10:49:57,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1193,2013-02-18 10:49:57,Take in charge ticket,Case 1193,2013-02-20 16:26:46,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1193,2013-02-20 16:26:46,Resolve ticket,Case 1193,2013-03-07 16:27:00,Closed,Resolve ticket --> Closed
Case 1194,2011-01-10 10:50:41,Assign seriousness,Case 1194,2011-01-12 08:54:14,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1194,2011-01-12 08:54:14,Assign seriousness,Case 1194,2011-01-12 09:32:22,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1194,2011-01-12 09:32:22,Take in charge ticket,Case 1194,2011-01-12 14:40:13,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1194,2011-01-12 14:40:13,Resolve ticket,Case 1194,2011-03-10 11:00:47,Closed,Resolve ticket --> Closed
Case 1195,2012-01-24 13:27:17,Assign seriousness,Case 1195,2012-01-31 11:29:27,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1195,2012-01-31 11:29:27,Take in charge ticket,Case 1195,2012-02-07 10:01:30,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1195,2012-02-07 10:01:30,Resolve ticket,Case 1195,2012-03-08 10:01:56,Closed,Resolve ticket --> Closed
Case 1196,2010-02-02 10:17:37,Assign seriousness,Case 1196,2010-02-15 16:21:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1196,2010-02-15 16:21:37,Take in charge ticket,Case 1196,2010-02-15 16:22:30,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1196,2010-02-15 16:22:30,Resolve ticket,Case 1196,2010-03-20 10:20:28,Closed,Resolve ticket --> Closed
Case 1197,2011-12-20 09:21:55,Assign seriousness,Case 1197,2011-12-20 09:44:46,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1197,2011-12-20 09:44:46,Assign seriousness,Case 1197,2011-12-21 10:09:33,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1197,2011-12-21 10:09:33,Take in charge ticket,Case 1197,2011-12-21 11:24:14,Wait,Take in charge ticket --> Wait
Case 1197,2011-12-21 11:24:14,Wait,Case 1197,2011-12-22 15:48:16,Resolve ticket,Wait --> Resolve ticket
Case 1197,2011-12-22 15:48:16,Resolve ticket,Case 1197,2012-02-05 13:50:46,Closed,Resolve ticket --> Closed
Case 1198,2012-03-07 15:57:18,Assign seriousness,Case 1198,2012-03-07 15:59:42,Resolve ticket,Assign seriousness --> Resolve ticket
Case 1198,2012-03-07 15:59:42,Resolve ticket,Case 1198,2012-03-07 15:59:43,Resolve ticket,Resolve ticket --> Resolve ticket
Case 1198,2012-03-07 15:59:43,Resolve ticket,Case 1198,2012-04-28 15:00:45,Closed,Resolve ticket --> Closed
Case 1199,2012-02-21 15:27:29,Assign seriousness,Case 1199,2012-02-22 08:57:31,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1199,2012-02-22 08:57:31,Take in charge ticket,Case 1199,2012-02-22 10:17:46,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1199,2012-02-22 10:17:46,Resolve ticket,Case 1199,2012-03-23 15:31:22,Closed,Resolve ticket --> Closed
Case 12,2013-03-18 10:47:34,Assign seriousness,Case 12,2013-03-18 15:03:49,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 12,2013-03-18 15:03:49,Take in charge ticket,Case 12,2013-04-03 07:13:38,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 12,2013-04-03 07:13:38,Resolve ticket,Case 12,2013-04-18 07:13:53,Closed,Resolve ticket --> Closed
Case 120,2012-04-24 14:07:03,Assign seriousness,Case 120,2012-05-08 10:53:06,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 120,2012-05-08 10:53:06,Take in charge ticket,Case 120,2012-05-08 12:31:30,Wait,Take in charge ticket --> Wait
Case 120,2012-05-08 12:31:30,Wait,Case 120,2012-05-08 14:04:27,Resolve ticket,Wait --> Resolve ticket
Case 120,2012-05-08 14:04:27,Resolve ticket,Case 120,2012-05-25 15:41:47,Closed,Resolve ticket --> Closed
Case 1200,2011-06-08 13:51:32,Assign seriousness,Case 1200,2011-06-09 07:07:27,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1200,2011-06-09 07:07:27,Take in charge ticket,Case 1200,2011-06-13 16:17:20,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1200,2011-06-13 16:17:20,Resolve ticket,Case 1200,2011-07-09 14:00:19,Closed,Resolve ticket --> Closed
Case 1201,2012-05-15 07:07:16,Assign seriousness,Case 1201,2012-05-15 07:16:00,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1201,2012-05-15 07:16:00,Take in charge ticket,Case 1201,2012-05-15 13:59:20,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1201,2012-05-15 13:59:20,Resolve ticket,Case 1201,2012-07-07 07:10:57,Closed,Resolve ticket --> Closed
Case 1202,2010-09-06 10:26:13,Assign seriousness,Case 1202,2010-09-08 14:56:29,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1202,2010-09-08 14:56:29,Assign seriousness,Case 1202,2010-09-09 07:37:19,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1202,2010-09-09 07:37:19,Take in charge ticket,Case 1202,2010-09-09 07:56:27,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1202,2010-09-09 07:56:27,Resolve ticket,Case 1202,2010-11-04 11:30:36,Closed,Resolve ticket --> Closed
Case 1203,2011-09-08 13:30:42,Assign seriousness,Case 1203,2011-10-03 10:32:48,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1203,2011-10-03 10:32:48,Take in charge ticket,Case 1203,2011-10-03 10:39:13,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1203,2011-10-03 10:39:13,Resolve ticket,Case 1203,2011-10-18 10:39:25,Closed,Resolve ticket --> Closed
Case 1204,2010-06-30 09:08:26,Assign seriousness,Case 1204,2010-07-29 13:25:46,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1204,2010-07-29 13:25:46,Take in charge ticket,Case 1204,2010-07-29 13:38:22,Wait,Take in charge ticket --> Wait
Case 1204,2010-07-29 13:38:22,Wait,Case 1204,2010-07-30 08:08:27,Take in charge ticket,Wait --> Take in charge ticket
Case 1204,2010-07-30 08:08:27,Take in charge ticket,Case 1204,2010-07-30 08:08:57,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1204,2010-07-30 08:08:57,Resolve ticket,Case 1204,2010-08-04 10:52:02,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 1204,2010-08-04 10:52:02,Take in charge ticket,Case 1204,2010-08-05 10:53:57,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1204,2010-08-05 10:53:57,Resolve ticket,Case 1204,2010-08-20 10:54:20,Closed,Resolve ticket --> Closed
Case 1205,2011-06-13 09:22:41,Assign seriousness,Case 1205,2011-06-13 09:22:52,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1205,2011-06-13 09:22:52,Take in charge ticket,Case 1205,2011-06-13 09:23:20,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1205,2011-06-13 09:23:20,Resolve ticket,Case 1205,2011-07-16 09:32:26,Closed,Resolve ticket --> Closed
Case 1206,2011-03-03 14:28:56,Assign seriousness,Case 1206,2011-03-03 14:29:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1206,2011-03-03 14:29:37,Take in charge ticket,Case 1206,2011-03-04 17:00:05,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1206,2011-03-04 17:00:05,Resolve ticket,Case 1206,2011-04-05 13:32:25,Closed,Resolve ticket --> Closed
Case 1207,2011-05-04 13:49:39,Assign seriousness,Case 1207,2011-05-18 10:28:05,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1207,2011-05-18 10:28:05,Take in charge ticket,Case 1207,2011-05-18 10:43:36,Wait,Take in charge ticket --> Wait
Case 1207,2011-05-18 10:43:36,Wait,Case 1207,2011-05-24 09:31:18,Resolve ticket,Wait --> Resolve ticket
Case 1207,2011-05-24 09:31:18,Resolve ticket,Case 1207,2011-06-08 09:31:44,Closed,Resolve ticket --> Closed
Case 1208,2012-02-10 08:59:22,Assign seriousness,Case 1208,2012-02-10 08:59:55,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1208,2012-02-10 08:59:55,Take in charge ticket,Case 1208,2012-02-10 17:05:32,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1208,2012-02-10 17:05:32,Resolve ticket,Case 1208,2012-04-06 08:00:36,Closed,Resolve ticket --> Closed
Case 1209,2011-04-18 10:48:58,Assign seriousness,Case 1209,2011-04-19 08:39:22,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1209,2011-04-19 08:39:22,Take in charge ticket,Case 1209,2011-04-19 10:48:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1209,2011-04-19 10:48:39,Resolve ticket,Case 1209,2011-06-10 10:50:45,Closed,Resolve ticket --> Closed
Case 121,2011-02-09 13:28:58,Assign seriousness,Case 121,2011-02-09 14:21:02,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 121,2011-02-09 14:21:02,Take in charge ticket,Case 121,2011-02-09 14:21:46,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 121,2011-02-09 14:21:46,Resolve ticket,Case 121,2011-04-02 14:15:17,Closed,Resolve ticket --> Closed
Case 1210,2013-06-27 10:48:58,Assign seriousness,Case 1210,2013-06-27 10:49:24,Wait,Assign seriousness --> Wait
Case 1210,2013-06-27 10:49:24,Wait,Case 1210,2013-07-23 09:40:47,Resolve ticket,Wait --> Resolve ticket
Case 1210,2013-07-23 09:40:47,Resolve ticket,Case 1210,2013-08-07 09:41:00,Closed,Resolve ticket --> Closed
Case 1211,2010-05-24 12:25:24,Assign seriousness,Case 1211,2010-06-04 13:04:07,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1211,2010-06-04 13:04:07,Assign seriousness,Case 1211,2010-06-04 13:04:18,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1211,2010-06-04 13:04:18,Take in charge ticket,Case 1211,2010-06-04 13:05:47,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1211,2010-06-04 13:05:47,Resolve ticket,Case 1211,2010-06-25 12:30:29,Closed,Resolve ticket --> Closed
Case 1212,2011-05-19 15:29:29,Assign seriousness,Case 1212,2011-05-19 15:29:52,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1212,2011-05-19 15:29:52,Take in charge ticket,Case 1212,2011-05-20 07:56:24,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1212,2011-05-20 07:56:24,Resolve ticket,Case 1212,2011-06-21 15:30:25,Closed,Resolve ticket --> Closed
Case 1213,2011-01-04 14:22:59,Assign seriousness,Case 1213,2011-01-20 08:29:18,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1213,2011-01-20 08:29:18,Take in charge ticket,Case 1213,2011-01-21 09:45:18,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1213,2011-01-21 09:45:18,Resolve ticket,Case 1213,2011-02-20 09:45:50,Closed,Resolve ticket --> Closed
Case 1214,2011-03-15 09:06:36,Assign seriousness,Case 1214,2011-03-15 09:11:14,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1214,2011-03-15 09:11:14,Take in charge ticket,Case 1214,2011-03-15 09:16:59,Take in charge ticket,Take in charge ticket --> Take in charge ticket
Case 1214,2011-03-15 09:16:59,Take in charge ticket,Case 1214,2011-03-15 09:29:40,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1214,2011-03-15 09:29:40,Resolve ticket,Case 1214,2011-04-17 08:11:02,Closed,Resolve ticket --> Closed
Case 1215,2012-02-07 10:27:05,Assign seriousness,Case 1215,2012-02-07 11:04:13,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1215,2012-02-07 11:04:13,Take in charge ticket,Case 1215,2012-02-08 13:35:19,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1215,2012-02-08 13:35:19,Resolve ticket,Case 1215,2012-03-09 10:32:07,Closed,Resolve ticket --> Closed
Case 1216,2012-06-01 08:26:11,Assign seriousness,Case 1216,2012-06-04 07:55:24,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1216,2012-06-04 07:55:24,Take in charge ticket,Case 1216,2012-06-07 15:07:55,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1216,2012-06-07 15:07:55,Resolve ticket,Case 1216,2012-07-04 08:30:28,Closed,Resolve ticket --> Closed
Case 1217,2012-01-11 11:00:46,Assign seriousness,Case 1217,2012-01-11 11:00:55,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1217,2012-01-11 11:00:55,Take in charge ticket,Case 1217,2012-01-30 08:29:07,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1217,2012-01-30 08:29:07,Resolve ticket,Case 1217,2012-02-14 08:29:19,Closed,Resolve ticket --> Closed
Case 1218,2010-07-28 16:07:39,Assign seriousness,Case 1218,2010-08-25 10:15:54,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1218,2010-08-25 10:15:54,Take in charge ticket,Case 1218,2010-08-25 10:19:50,Wait,Take in charge ticket --> Wait
Case 1218,2010-08-25 10:19:50,Wait,Case 1218,2010-08-27 12:53:35,Take in charge ticket,Wait --> Take in charge ticket
Case 1218,2010-08-27 12:53:35,Take in charge ticket,Case 1218,2010-08-27 12:56:35,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1218,2010-08-27 12:56:35,Resolve ticket,Case 1218,2010-09-11 12:56:45,Closed,Resolve ticket --> Closed
Case 1219,2012-01-25 16:22:05,Assign seriousness,Case 1219,2012-01-25 16:43:36,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1219,2012-01-25 16:43:36,Take in charge ticket,Case 1219,2012-02-02 11:01:41,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1219,2012-02-02 11:01:41,Resolve ticket,Case 1219,2012-03-11 16:30:25,Closed,Resolve ticket --> Closed
Case 122,2011-02-14 15:23:08,Assign seriousness,Case 122,2011-02-15 11:17:46,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 122,2011-02-15 11:17:46,Take in charge ticket,Case 122,2011-02-15 11:52:47,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 122,2011-02-15 11:52:47,Resolve ticket,Case 122,2011-03-30 14:30:33,Closed,Resolve ticket --> Closed
Case 1220,2010-10-21 12:42:29,Assign seriousness,Case 1220,2010-10-21 13:57:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1220,2010-10-21 13:57:26,Take in charge ticket,Case 1220,2010-10-21 13:59:06,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1220,2010-10-21 13:59:06,Resolve ticket,Case 1220,2010-12-09 13:50:32,Closed,Resolve ticket --> Closed
Case 1221,2013-05-10 12:41:48,Assign seriousness,Case 1221,2013-05-28 07:02:02,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1221,2013-05-28 07:02:02,Take in charge ticket,Case 1221,2013-05-28 07:43:53,Wait,Take in charge ticket --> Wait
Case 1221,2013-05-28 07:43:53,Wait,Case 1221,2013-06-06 07:05:14,Resolve ticket,Wait --> Resolve ticket
Case 1221,2013-06-06 07:05:14,Resolve ticket,Case 1221,2013-06-21 07:05:34,Closed,Resolve ticket --> Closed
