Case ID,Assign seriousness,Closed,Create SW anomaly,DUPLICATE,INVALID,Insert ticket,RESOLVED,Require upgrade,Resolve SW anomaly,Resolve ticket,Schedule intervention,Take in charge ticket,VERIFIED,Wait
Case 2385,2011-01-18 14:22:33,2011-02-18 14:30:18,,,,,,,,2011-01-20 11:21:12,,2011-01-20 11:20:17,,
Case 2386,2012-07-25 15:36:51,2012-09-07 15:41:00,,,,,,,,2012-08-01 07:17:22,,2012-07-27 10:54:57,,
Case 2388,2012-07-30 08:46:09,2012-09-04 15:33:11,,,,,,,,2012-08-20 15:32:53,,2012-08-07 08:23:24,,
Case 2389,2010-06-22 14:14:52,2010-07-23 09:10:41,,,,2010-06-22 09:02:02,,,,2010-06-23 14:35:10,,2010-06-23 14:34:47,,
Case 239,2011-07-14 13:26:36,2011-08-18 08:14:13,,,,,,,,2011-08-03 08:14:00,,2011-07-14 15:50:15,,
Case 2390,2012-08-02 15:27:02,2012-09-11 12:20:33,,,,,,,,2012-08-27 12:20:21,,2012-08-22 15:30:53,,
Case 2391,2013-01-23 14:52:39,2013-03-08 14:57:31,,,,,,,,2013-02-21 14:57:18,,2013-02-08 11:00:31,,
Case 2392,2010-12-20 13:55:14,2011-01-26 15:10:50,,,,,,,,2011-01-11 15:10:27,,2011-01-11 10:52:17,,
Case 2393,2011-02-02 13:36:09,2011-03-05 13:40:17,,,,,,,,2011-02-02 14:34:35,,2011-02-02 14:34:25,,
Case 2394,2012-01-19 16:15:37,2012-02-25 17:17:49,,,,,,,,2012-02-10 17:17:38,,2012-01-19 17:04:27,,
Case 2395,2010-03-19 11:56:16,2010-04-21 11:00:20,,,,,,,,2010-03-22 14:33:58,,2010-03-22 14:33:21,,
Case 2396,2011-08-22 12:17:17,2011-10-07 12:20:32,,,,,,,,2011-08-24 15:56:26,,2011-08-22 12:17:44,,
Case 2397,2012-02-20 09:28:55,2012-03-22 09:30:39,,,,,,,,2012-02-20 11:45:35,,2012-02-20 09:29:03,,
Case 2398,2013-02-08 09:30:30,2013-03-13 14:02:49,,,,,,,,2013-02-26 14:02:33,,2013-02-12 17:07:21,,2013-02-18 08:07:13
Case 2399,2013-02-15 16:23:57,2013-04-04 09:45:22,,,,,,,,2013-03-20 10:45:05,,2013-02-20 16:57:05,,
Case 24,2010-04-27 09:49:56,2010-06-23 14:46:28,,,,,,,,2010-06-08 14:46:16,,2010-06-08 11:06:56,,
Case 240,2011-07-27 15:30:16,2011-08-27 15:40:15,,,,,,,,2011-08-10 12:43:40,,2011-08-02 15:54:16,,
Case 2401,2011-08-02 13:56:04,2011-09-02 14:00:24,,,,,,,,2011-08-03 16:03:15,,2011-08-02 13:56:15,,
Case 2402,2011-06-22 09:50:36,2011-07-30 10:01:00,,,,,,,,2011-06-24 16:06:50,,2011-06-24 15:54:04,,
Case 2403,2012-09-03 15:57:19,2012-10-06 12:18:12,,,,,,,,2012-09-21 12:17:57,,2012-09-17 09:46:52,,
Case 2405,2010-08-20 13:14:31,2010-10-07 13:56:58,,,,,,,,2010-09-22 13:56:53,,2010-08-27 09:05:56,,
Case 2406,2011-09-19 09:38:34,2011-10-20 09:40:41,,,,,,,,2011-09-19 14:00:25,,,,
Case 2407,2011-07-20 15:06:23,2011-09-10 14:20:49,,,,,,,,2011-08-05 13:35:14,,2011-07-25 10:37:17,,2011-07-25 12:43:07
Case 2408,2010-11-08 17:19:17,2010-12-15 17:00:32,,,,,,,,2010-11-10 15:03:48,,2010-11-09 15:35:40,,
Case 2409,2012-03-19 15:20:19,2012-04-19 14:30:30,,,,,,,,2012-03-19 15:53:17,,,,
Case 241,2012-05-17 15:53:08,2012-06-30 16:03:05,,,,,,,,2012-05-21 08:27:17,,2012-05-18 06:58:20,,
Case 2410,2010-03-19 12:00:02,2010-04-21 11:00:40,,,,,,,,2010-03-30 13:46:08,,2010-03-22 16:16:37,,
Case 2411,2010-06-01 12:50:06,2010-07-03 13:25:50,,,,,,,,2010-06-10 15:15:57,,2010-06-10 15:15:40,,
Case 2412,2010-05-17 10:24:09,2010-06-18 10:30:20,,,,,,,,2010-05-17 12:51:09,,2010-05-17 12:50:39,,
Case 2413,2010-11-26 08:26:39,2010-12-31 16:50:38,,,,,,,,2010-12-01 16:50:11,,2010-11-29 17:04:16,,
Case 2414,2011-02-10 09:57:57,2011-03-17 11:20:27,,,,,,,,2011-02-11 09:12:07,,2011-02-10 09:58:28,,2011-02-10 16:58:57
Case 2415,2012-07-30 15:45:09,2012-09-14 15:50:39,,,,,,,,2012-08-08 14:01:28,,2012-07-31 15:24:21,,
Case 2416,2012-03-27 07:41:46,2012-05-04 07:50:29,,,,,,,,2012-03-27 07:44:37,,2012-03-27 07:42:00,,
Case 2417,2013-06-17 15:50:28,2013-07-20 15:52:01,,,,,,2013-06-17 15:57:01,,2013-07-05 15:51:47,,2013-06-17 15:53:17,,2013-06-17 15:56:40
Case 2418,2010-05-12 15:25:46,2010-06-29 14:32:52,,,,2010-05-12 15:25:04,,,,2010-06-14 14:32:38,,2010-05-12 15:25:58,,2010-05-12 15:26:17
Case 2419,2012-07-04 08:24:31,2012-08-11 14:50:20,,,,,,,,2012-07-13 13:49:49,,2012-07-04 08:24:39,,2012-07-06 07:22:57
Case 242,2012-08-02 09:26:04,2012-09-06 14:28:38,,,,,,,,2012-08-22 14:28:26,,2012-08-22 14:24:49,,
Case 2420,2011-09-29 08:48:35,2011-11-12 09:50:25,,,,,,,,2011-10-11 10:35:44,,2011-10-11 09:24:28,,
Case 2421,2012-04-11 12:30:26,2012-05-25 12:40:34,,,,,,,,2012-04-11 12:47:32,,2012-04-11 12:30:34,,
Case 2422,2010-11-24 16:43:48,2011-01-08 16:50:33,,,,,,,,2010-11-24 17:06:03,,2010-11-24 16:44:00,,
Case 2423,2010-05-24 13:04:42,2010-06-25 13:10:19,,,,,,,,2010-06-07 09:37:38,,2010-06-07 09:34:31,,
Case 2424,2011-02-08 13:27:37,2011-03-15 09:40:41,,,,,,,,2011-02-18 10:14:54,2011-02-08 14:06:04,2011-02-08 13:28:44,,
Case 2425,2011-02-17 14:12:40,2011-04-12 14:28:10,,,,,,,,2011-03-04 16:58:37,,2011-02-17 14:13:06,,
Case 2426,2011-12-01 14:53:47,2012-01-06 13:36:54,,,,,,,,2011-12-22 13:36:37,,2011-12-02 16:29:07,,2011-12-13 09:50:00
Case 2427,2011-09-27 12:27:13,2011-10-28 12:30:28,,,,,,,,2011-10-07 09:05:58,,2011-09-30 14:10:24,,
Case 2428,2010-07-08 07:36:51,2010-08-21 07:40:48,,,,,,,,2010-07-08 09:56:12,,2010-07-08 09:56:03,,
Case 2429,2012-02-10 09:55:04,2012-03-17 09:27:38,,,,,,,,2012-02-16 09:27:08,,2012-02-10 14:18:02,,2012-02-13 10:11:51
Case 243,2012-06-20 14:41:25,2012-07-27 14:50:28,,,,,,,,2012-06-20 14:44:33,,2012-06-20 14:44:02,,
Case 2430,2011-09-05 07:01:56,2011-10-15 08:00:36,,,,,,,,2011-09-30 08:00:18,,2011-09-09 09:01:06,,
Case 2431,2012-08-14 13:15:22,2012-09-15 08:23:19,,,,,,,,2012-08-16 08:22:53,,2012-08-14 13:15:55,,
Case 2432,2013-08-14 10:28:36,2013-09-19 09:15:47,,,,,,,,2013-09-04 09:15:39,,2013-08-26 09:10:52,,2013-08-26 09:38:12
Case 2433,2011-11-16 11:22:44,2011-12-17 11:30:44,,,,,,,,2011-11-16 11:24:12,,,,
Case 2434,2011-10-06 14:37:06,2011-11-19 15:40:18,,,,,,,,2011-10-14 15:46:18,,2011-10-06 14:46:24,,
Case 2435,2011-01-12 13:30:57,2011-02-20 08:29:56,,,,,,,,2011-01-21 08:29:04,,2011-01-12 13:53:15,,2011-01-12 13:53:42
Case 2437,2010-12-06 08:28:17,2011-01-13 08:30:44,,,,,,,,2010-12-06 08:35:51,,2010-12-06 08:35:40,,
Case 2438,2010-03-09 15:22:22,2010-04-15 14:30:35,,,,,,,,2010-03-16 11:39:45,,2010-03-09 15:57:34,,
Case 2439,2010-07-12 07:04:58,2010-09-02 15:24:56,,,,,,,,2010-08-03 15:09:38,,2010-07-14 10:18:31,,2010-07-22 07:44:36
Case 244,2010-11-24 17:02:59,2011-01-08 17:00:35,,,,,,,,2010-11-24 17:22:00,,2010-11-24 17:21:52,,
Case 2440,2012-07-30 10:06:52,2012-09-12 10:10:25,,,,,,,,2012-08-03 07:26:18,,2012-07-31 07:23:22,,
Case 2441,2010-02-02 09:49:41,2010-03-05 09:50:31,,,,,,,,2010-02-15 15:57:38,,2010-02-15 15:57:33,,
Case 2442,2011-06-14 12:59:43,2011-07-20 12:31:47,,,,,,,,2011-07-05 12:31:26,,2011-06-14 13:00:42,,2011-06-22 13:24:54
Case 2443,2010-07-23 13:17:14,2010-09-21 10:06:23,,,,,,,,2010-09-06 10:06:01,,2010-09-01 08:21:14,,2010-09-01 13:13:02
Case 2444,2010-10-19 13:40:30,2010-12-03 14:50:31,,,,,,,,2010-10-20 14:13:25,,2010-10-20 14:13:13,,
Case 2445,2010-09-22 10:13:17,2010-11-05 11:20:52,,,,2010-09-22 10:13:00,,,,2010-09-22 10:13:42,,2010-09-22 10:13:28,,
Case 2446,2010-09-09 07:42:54,2010-10-31 08:50:44,,,,,,,,2010-09-14 14:34:52,,2010-09-10 15:28:34,,
Case 2447,2012-10-10 12:29:22,2012-11-14 16:31:11,,,,,,,,2012-10-30 16:30:59,,2012-10-18 07:47:15,,
Case 2448,2013-10-24 16:06:10,2013-11-26 11:40:54,,,,,,,,2013-11-11 11:40:34,,2013-10-31 14:51:00,,
Case 2449,2012-01-13 08:29:50,2012-02-26 08:31:05,,,,,,,,2012-01-16 15:02:54,,2012-01-16 13:51:44,,
Case 245,2010-04-28 15:21:11,2010-05-29 15:30:18,,,,,,,,2010-05-03 12:56:35,,2010-04-29 10:15:16,,
Case 2450,2011-07-19 09:30:46,2011-09-01 09:40:28,,,,,,,,2011-07-20 07:28:21,,2011-07-19 10:30:01,,
Case 2452,2012-11-22 16:17:59,2013-01-01 09:27:46,,,,,,,,2012-12-17 09:27:29,,2012-11-22 16:18:28,,2012-11-28 07:44:48
Case 2453,2010-04-26 10:19:07,2010-06-09 10:20:27,,,,,,,,2010-05-03 09:43:00,,2010-05-03 09:40:22,,
Case 2454,2012-05-09 13:29:20,2012-06-21 13:30:42,,,,,,,,2012-05-25 07:35:07,,2012-05-14 15:13:46,,2012-05-15 07:41:07
Case 2455,2012-08-13 10:45:48,2012-10-06 10:55:41,,,,,,,,2012-09-21 10:55:27,,2012-08-13 10:46:22,,2012-09-21 07:37:37
Case 2456,2011-10-13 13:46:42,2011-11-30 14:50:23,,,,,,,,2011-10-14 09:47:40,,2011-10-13 14:31:54,,
Case 2457,2010-07-01 15:36:15,2010-08-25 12:55:27,,,,,,,,2010-08-10 12:55:19,,2010-08-10 12:52:51,,
Case 2458,2013-08-05 12:21:23,2013-10-02 07:41:18,,,,,,,,2013-09-17 07:41:08,,2013-08-21 08:54:26,,2013-08-21 10:48:06
Case 2459,2011-03-01 12:01:39,2011-04-01 11:00:58,,,,,,,,2011-03-14 14:35:30,,2011-03-09 14:59:36,,
Case 246,2010-10-27 15:21:46,2010-12-15 16:30:20,,,,,,,,2010-11-02 14:57:22,,2010-11-02 14:57:16,,
Case 2460,2010-06-09 10:21:29,2010-07-10 10:30:43,,,,,,,,2010-06-09 13:17:45,,2010-06-09 13:10:19,,
Case 2461,2012-01-30 15:40:16,2012-03-01 15:50:12,,,,,,,,2012-01-31 08:52:07,,2012-01-31 08:44:19,,
Case 2462,2012-06-12 14:40:35,2012-07-20 14:50:26,,,,,,,,2012-06-14 10:36:38,,2012-06-12 14:40:43,,
Case 2463,2011-08-04 16:10:09,2011-09-15 12:22:14,,,,,,,,2011-08-10 15:16:14,,2011-08-04 16:34:36,,2011-08-11 13:57:34
Case 2464,2010-08-03 10:36:31,2010-09-02 16:00:16,,,,2010-08-02 16:27:30,,,,2010-08-03 10:38:25,,2010-08-03 10:36:49,,
Case 2465,2013-01-11 15:49:03,2013-02-21 11:51:39,,,,,,,,2013-02-06 11:51:25,,2013-01-21 16:51:09,,
Case 2466,2013-10-08 07:52:18,2013-11-22 08:52:28,,,,,,2013-10-16 07:06:20,,2013-11-07 08:52:15,,2013-10-15 06:49:42,,
Case 2467,2010-06-03 09:42:28,2010-07-06 09:50:54,,,,,,,,2010-06-09 10:35:26,,2010-06-04 09:08:49,,2010-06-04 09:16:28
Case 2468,2011-02-24 13:22:01,2011-04-09 08:12:25,,,,,,,,2011-03-09 10:03:52,,2011-02-24 13:22:22,,2011-02-24 14:23:16
Case 2469,2011-11-07 08:21:25,2011-12-23 08:31:06,,,,,,,,2011-11-10 11:26:36,,2011-11-07 08:40:19,,
Case 247,,2012-09-12 16:00:35,,,,2012-08-10 06:59:37,,,,2012-08-10 07:18:58,,2012-08-10 07:02:47,,
Case 2470,2011-05-25 08:16:11,2011-07-08 08:20:33,,,,,,,,2011-05-27 09:31:12,,2011-05-25 08:18:54,,2011-05-25 09:41:36
Case 2471,2011-05-11 08:07:26,2011-06-30 08:43:55,,,,,,,,2011-05-16 08:43:22,,2011-05-11 08:07:53,,2011-05-11 10:35:44
Case 2472,2012-03-05 13:50:30,2012-04-20 13:00:58,,,,,,,,2012-03-05 15:30:54,,2012-03-05 14:58:41,,
Case 2473,2012-12-21 09:06:37,2013-02-01 08:52:38,,,,,,,,2013-01-17 08:52:22,,2012-12-21 09:07:01,,2012-12-28 14:05:25
Case 2474,2012-07-31 14:40:19,2012-09-07 14:50:40,,,,,,,,2012-08-03 14:23:04,,2012-08-02 13:52:10,,
Case 2475,2010-07-30 09:39:10,2010-09-24 08:20:22,2010-07-30 09:44:58,,,,,,,2010-09-09 08:20:06,,2010-07-30 09:44:33,,
Case 2476,2013-03-01 09:37:15,2013-04-17 10:28:42,,,,,,2013-03-11 08:10:06,,2013-04-02 10:28:29,,2013-03-04 16:42:39,,
Case 2477,2012-01-11 11:46:46,2012-02-11 11:50:26,,,,,,,,2012-01-18 11:32:18,,2012-01-16 13:31:58,,
Case 2478,2011-11-29 13:30:12,2012-01-27 13:40:49,,,,,,,,2011-11-29 14:50:43,,2011-11-29 13:30:31,,
Case 2479,2012-06-25 09:13:24,2012-07-28 09:20:37,,,,,,,,2012-06-25 09:36:27,,,,
Case 248,2011-11-08 13:32:15,2011-12-22 13:41:13,,,,,,,,2011-11-09 08:39:45,,,,
Case 2480,2011-02-22 17:18:48,2011-04-01 16:00:29,,,,,,,,2011-02-24 13:58:30,,2011-02-24 13:58:23,,
Case 2481,2013-01-08 08:45:12,2013-03-02 14:15:05,,,,,,2013-01-15 16:46:12,,2013-02-15 14:14:49,,2013-01-10 08:16:42,,
Case 2482,2012-03-20 14:22:08,2012-05-05 13:30:34,,,,,,,,2012-03-21 10:31:49,,2012-03-20 14:22:18,,
Case 2483,2010-10-22 10:32:36,2010-11-25 09:25:05,,,,,,,,2010-10-29 14:24:43,,2010-10-25 07:15:12,,
Case 2484,2012-07-11 15:41:44,2012-09-02 15:50:27,,,,,,,,2012-07-18 14:00:13,,2012-07-11 15:41:52,,
Case 2485,2012-01-12 08:31:38,2012-02-14 08:40:19,,,,,,,,2012-01-26 09:41:03,,2012-01-13 10:17:00,,
Case 2486,2010-08-05 07:02:16,2010-09-11 07:10:29,,,,,,,,2010-08-05 07:03:15,,2010-08-05 07:02:55,,2010-08-10 12:19:25
Case 2487,2012-06-08 08:30:54,2012-07-26 08:40:34,,,,,,,,2012-06-18 14:47:10,,2012-06-11 12:07:27,,
Case 2488,2011-02-15 10:01:55,2011-04-03 07:10:40,,,,,,,,2011-02-21 09:07:25,,2011-02-15 10:03:08,,
Case 2489,2012-07-20 10:15:16,2012-09-02 10:20:17,,,,,,,,2012-07-23 12:41:55,,2012-07-23 08:57:49,,
Case 249,2011-04-20 07:34:05,2011-05-21 07:40:39,,,,,,,,2011-04-27 09:53:20,,2011-04-20 07:35:25,,
Case 2490,2012-10-09 10:16:26,2012-12-01 13:45:44,,,,,,,,2012-11-16 13:45:27,,2012-10-25 10:50:08,,2012-11-05 14:33:57
Case 2491,2012-07-26 10:50:31,2012-09-12 11:00:45,,,,,,,,2012-07-31 13:02:58,,2012-07-26 10:50:38,,
Case 2492,2013-04-09 09:35:47,2013-05-11 10:57:51,,,,,,,,2013-04-26 10:57:39,,2013-04-26 10:07:53,,
Case 2493,2012-07-24 07:18:46,2012-09-15 07:20:49,,,,,,,,2012-07-30 14:07:17,,2012-07-24 08:12:31,,
Case 2494,2011-11-23 10:14:26,2011-12-24 10:20:24,,,,,,,,2011-11-23 10:33:02,,2011-11-23 10:14:34,,
Case 2495,2011-06-01 09:03:31,2011-07-02 09:12:15,,,,,,,,2011-06-06 14:03:47,,2011-06-01 09:04:27,,
Case 2496,2011-11-10 09:31:55,2011-12-13 09:40:18,,,,,,,,2011-11-11 11:47:31,,2011-11-11 10:01:47,,
Case 2497,2012-07-18 15:21:27,2012-09-01 08:14:31,,,,,,,,2012-07-19 07:14:42,,2012-07-19 06:56:32,,
Case 2498,2013-11-25 11:10:08,2013-12-28 11:20:00,,,,,,,,2013-12-13 11:19:48,,2013-12-09 08:14:06,,2013-12-11 08:27:54
Case 2499,2013-01-16 10:19:36,2013-02-19 16:34:57,,,,,,,,2013-02-04 16:34:44,,2013-01-21 08:10:58,,2013-01-21 09:57:09
Case 25,2010-12-30 09:27:17,2011-02-16 09:30:28,,,,,,,,2010-12-30 15:16:35,,2010-12-30 13:14:04,,
Case 250,2011-02-22 17:06:59,2011-04-07 16:00:44,,,,,,,,2011-02-28 10:43:36,,2011-02-22 17:07:16,,
Case 2500,2010-09-14 12:39:06,2010-11-13 08:40:35,,,,,,,,2010-10-14 11:55:00,,2010-09-14 13:22:28,,2010-09-15 16:44:06
Case 2501,2010-07-12 09:22:24,2010-08-16 10:54:01,,,,,,,,2010-07-15 12:45:26,,2010-07-13 09:03:03,,
Case 2502,2010-02-23 10:41:22,2010-04-01 10:11:19,,,,,,,,2010-03-17 11:10:57,,2010-03-16 14:25:16,,
Case 2503,2011-01-03 09:47:14,2011-02-03 09:50:22,,,,,,,,2011-01-03 16:49:57,,2011-01-03 16:48:11,,
Case 2504,2012-09-05 14:46:51,2012-10-27 10:16:42,,,,,,,,2012-10-12 10:16:27,,2012-09-10 08:07:48,,2012-09-13 07:57:08
Case 2505,2011-03-01 11:06:21,2011-04-09 07:32:34,,,,,,,,2011-03-25 08:32:17,,2011-03-03 15:23:39,,2011-03-03 16:30:50
Case 2506,2011-06-23 15:15:37,2011-08-10 14:37:41,,,,,,,,2011-07-26 14:37:24,,2011-06-28 07:04:25,,2011-06-28 08:36:02
Case 2507,2010-05-18 10:49:46,2010-07-01 10:50:51,,,,,,,,2010-05-18 11:12:43,,2010-05-18 11:11:06,,
Case 2508,2013-10-31 09:43:38,2013-12-12 08:19:41,,,,,,,,2013-11-27 08:19:28,,2013-10-31 14:48:59,,
Case 2509,2011-11-03 13:13:40,2011-12-06 13:20:58,,,,,,,,2011-11-03 16:06:53,,,,
Case 251,2012-06-26 14:50:34,2012-07-27 15:00:21,,,,,,,,2012-07-06 08:50:50,,2012-07-03 07:44:06,,
Case 2510,2011-08-05 13:22:11,2011-09-14 13:30:18,,,,,,,,2011-08-10 10:06:08,,2011-08-09 07:13:03,,
Case 2511,2012-05-24 10:43:15,2012-06-30 13:12:23,,,,,,,,2012-05-31 13:11:52,,2012-05-28 07:03:05,,
Case 2512,2013-07-01 13:46:01,2013-08-07 10:40:20,,,,,,,,2013-07-23 10:40:03,,2013-07-02 10:01:33,,2013-07-02 10:03:01
Case 2513,2010-10-14 09:22:36,2010-11-27 10:30:30,,,,,,,,2010-10-25 13:05:22,,2010-10-14 10:43:30,,
Case 2514,2013-02-07 10:49:18,2013-03-27 08:57:01,,,,,,,,2013-03-12 08:56:42,,2013-02-07 16:26:53,,2013-02-11 09:21:37
Case 2515,2011-12-27 11:01:06,2012-01-29 11:10:30,,,,,,,,2011-12-27 15:28:22,,2011-12-27 11:02:05,,
Case 2516,2012-01-25 15:31:37,2012-02-25 15:40:30,,,,,,,,2012-01-25 15:44:25,,2012-01-25 15:31:56,,
Case 2517,2011-10-13 09:15:43,2011-11-15 10:20:25,,,,,,,,2011-10-26 08:12:28,,2011-10-19 09:22:30,,
Case 2518,2012-01-27 15:16:04,2012-03-02 14:30:25,,,,,,,,2012-02-14 15:08:50,,2012-02-07 11:54:35,,2012-02-10 15:53:23
Case 2519,2011-02-17 08:31:22,2011-04-09 09:51:05,,,,,,,,2011-02-22 14:47:47,,2011-02-17 08:31:57,,2011-02-17 11:32:53
Case 252,2011-01-19 14:55:14,2011-03-15 09:40:47,,,,,,,,2011-01-20 15:21:38,,2011-01-19 14:55:35,,
Case 2520,2010-10-21 07:52:10,2010-11-23 14:13:20,,,,,,,,2010-11-08 14:13:09,,2010-10-21 07:53:57,,2010-11-02 10:29:56
Case 2521,2012-05-24 15:27:12,2012-07-07 15:30:20,,,,,,,,2012-05-31 08:04:43,,2012-05-29 10:27:48,,
Case 2522,2013-07-25 12:31:03,2013-08-27 13:35:46,,,,,,,,2013-08-12 13:35:31,,2013-07-25 12:31:23,,2013-07-26 07:06:33
Case 2523,2011-10-07 08:38:22,2011-11-09 09:40:35,,,,,,,,2011-10-11 15:23:56,,,,
Case 2524,2010-11-15 13:56:16,2011-01-12 16:12:30,,,,,,,,2010-12-13 16:12:08,,2010-11-17 17:00:50,,
Case 2525,2011-12-27 15:54:21,2012-02-09 16:00:41,,,,,,,,2011-12-28 08:02:40,,,,
Case 2526,2011-09-21 15:52:43,2011-10-26 13:00:13,,,,,,,,2011-10-06 08:17:23,,2011-09-23 13:24:40,,2011-09-26 12:19:46
Case 2527,2011-01-14 11:24:59,2011-02-16 11:30:39,,,,,,,,2011-01-28 16:45:43,,2011-01-28 16:45:04,,
Case 2528,2012-01-16 08:42:54,2012-02-16 08:50:25,,,,,,,,2012-01-16 11:35:37,,2012-01-16 09:02:23,,
Case 2529,2010-12-03 13:36:26,2011-01-04 13:40:29,,,,,,,,2010-12-06 08:00:53,,2010-12-06 07:48:39,,
Case 253,2012-10-01 15:49:38,2012-11-06 15:13:45,,,,,,,,2012-10-22 14:13:31,,2012-10-01 15:51:03,,
Case 2530,2013-07-08 13:50:01,2013-08-16 15:23:13,,,,,,,,2013-08-01 15:22:54,,2013-08-01 14:36:01,,
Case 2531,2011-11-04 08:21:54,2011-12-18 08:31:00,,,,,,,,2011-11-04 11:21:19,,2011-11-04 11:15:31,,
Case 2532,2012-07-17 09:04:48,2012-09-01 09:11:22,,,,,,,,2012-08-02 08:37:07,,2012-07-17 09:05:02,,
Case 2533,2012-05-14 14:36:46,2012-06-27 14:40:31,,,,,,,,2012-05-15 08:02:23,,2012-05-15 07:02:06,,
Case 2534,2012-07-31 12:14:10,2012-09-05 12:20:22,,,,,,,,2012-08-06 08:50:30,,2012-07-31 13:48:29,,
Case 2535,2012-02-14 10:07:04,2012-03-29 09:10:25,,,,,,,,2012-02-14 10:29:54,,2012-02-14 10:25:44,,
Case 2536,2012-05-16 07:38:34,2012-07-08 07:41:03,,,,,,,,2012-05-23 17:04:10,,2012-05-18 07:53:32,,
Case 2537,2011-02-10 11:41:08,2011-04-03 07:12:00,,,,,,,,2011-02-14 14:01:29,,2011-02-10 11:41:55,,
Case 2538,2012-01-16 10:55:42,2012-03-01 09:34:22,,,,,,,,2012-02-15 09:34:06,,2012-01-23 11:43:23,,2012-02-09 15:35:56
Case 2539,2012-07-20 08:01:43,2012-09-06 08:10:25,,,,,,,,2012-08-06 10:59:52,,2012-07-20 09:08:19,,
Case 254,2010-11-23 09:55:28,2011-01-09 10:02:17,,,,,,,,2010-11-30 14:10:42,,2010-11-30 14:09:41,,
Case 2540,2010-11-08 11:08:14,2010-12-22 11:11:12,,,,,,,,2010-11-08 11:52:43,,2010-11-08 11:08:29,,
Case 2542,2012-01-18 10:12:13,2012-02-18 10:20:33,,,,,,,,2012-01-20 15:39:29,,2012-01-18 10:12:39,,
Case 2543,2010-12-03 11:16:36,2011-01-12 08:51:21,,,,,,,,2010-12-28 08:51:11,,2010-12-17 10:46:01,,
Case 2544,2010-05-27 08:49:02,2010-06-30 08:50:24,,,,2010-05-27 08:44:11,,,,2010-06-11 10:55:44,,2010-06-11 10:55:32,,
Case 2545,2011-09-12 12:20:43,2011-10-19 12:30:20,,,,,,,,2011-09-13 07:27:11,,2011-09-12 12:21:00,,
Case 2546,2012-02-27 13:17:56,2012-03-29 12:20:27,,,,,,,,2012-02-28 13:58:56,,2012-02-28 09:53:25,,
Case 2547,2010-11-08 15:38:27,2010-12-22 15:40:33,,,,,,,,2010-11-08 15:40:50,,2010-11-08 15:40:39,,
Case 2548,2010-11-10 16:59:41,2010-12-24 17:00:36,,,,,,,,2010-11-11 11:13:31,,2010-11-11 11:13:06,,
Case 2549,2012-07-26 10:03:30,2012-09-08 10:10:41,,,,,,,,2012-07-26 12:27:46,,2012-07-26 12:21:15,,
Case 255,2012-03-06 08:24:19,2012-04-13 07:30:29,,,,,,,,2012-03-06 14:07:30,,2012-03-06 13:39:56,,
Case 2550,2013-01-25 16:36:28,2013-03-06 14:51:38,,,,,,,,2013-02-19 14:51:20,,2013-02-12 09:55:20,,2013-02-12 10:11:37
Case 2551,2012-03-27 15:33:09,2012-04-27 15:40:22,,,,,,,,2012-03-30 13:59:59,,2012-03-28 13:51:27,,
Case 2552,2011-12-29 16:54:08,2012-02-04 17:07:54,,,,,,,,2012-01-02 09:20:51,,2012-01-02 08:49:53,,
Case 2553,2011-06-27 10:29:42,2011-07-30 13:20:45,,,,,,,,2011-06-27 13:24:35,,2011-06-27 10:30:51,,2011-06-27 10:32:44
Case 2554,2012-02-02 14:28:02,2012-03-06 14:30:25,,,,,,,,2012-02-06 14:53:02,,2012-02-02 14:28:13,,
Case 2555,2013-04-19 07:09:39,2013-06-01 16:00:14,,,,,,,,2013-05-17 15:59:53,,2013-05-02 12:42:06,,2013-05-06 12:32:04
Case 2556,2012-02-01 11:57:24,2012-03-09 12:00:56,,,,,,,,2012-02-01 13:22:24,,2012-02-01 11:57:31,,
Case 2557,2011-05-09 13:00:19,2011-06-22 13:11:10,,,,,,,,2011-05-09 13:16:30,,2011-05-09 13:00:47,,
Case 2558,2012-11-14 11:30:37,2012-12-18 16:06:47,,,,,,,,2012-12-03 16:06:30,,2012-11-14 11:45:07,,2012-11-27 13:46:22
Case 2559,2010-02-19 10:40:25,2010-04-08 09:52:24,,,,,,,,2010-02-23 13:33:32,,2010-02-23 13:33:27,,
Case 256,2011-01-11 16:41:38,2011-02-11 11:00:42,,,,,,,,2011-01-27 11:00:26,,2011-01-27 10:59:56,,
Case 2560,2010-08-05 10:35:47,2010-09-16 15:26:11,,,,,,,,2010-09-01 15:25:49,,2010-08-09 12:14:04,,2010-08-09 12:14:12
Case 2561,2010-08-17 09:30:17,2010-10-02 09:41:10,,,,,,,,2010-08-18 10:05:02,,2010-08-18 09:57:56,,
Case 2562,2010-05-28 09:00:17,2010-07-07 15:40:18,,,,2010-05-27 15:37:37,,,,2010-06-01 10:03:43,,2010-05-28 16:03:05,,
Case 2563,2010-11-16 14:32:05,2010-12-30 14:40:27,,,,,,,,2010-11-17 16:17:08,,2010-11-17 16:15:55,,
Case 2564,2010-09-03 08:07:04,2010-10-21 08:11:14,,,,,,,,2010-09-03 08:19:45,,2010-09-03 08:18:02,,
Case 2565,2010-10-20 15:52:43,2010-11-23 17:00:31,,,,,,,,2010-10-22 10:23:07,,2010-10-21 13:23:26,,
Case 2566,2012-03-26 10:38:38,2012-04-26 10:40:17,,,,,,,,2012-03-27 08:01:34,,2012-03-26 10:38:54,,
